,county,product,quantity
3683,Chiltern,Almond milk,1046449
3684,Castle Point,hotpoint washing machine,1046443
3685,Chiltern,semi skimmed milk,1046419
3686,Peeblesshire,corned beef,1046401
3687,Stoke-on-Trent,hp envy laptop,1046400
3688,Newham,hp dv 3000 laptop,1046378
3689,Ceredigion,easy peeler loose,1046377
3690,Cheshire East,fine beans,1046369
3691,Wyre,Organic Kefir,1046360
3692,Newham,21 day mature ribeye steak,1046350
3693,Haringey,cheese cake,1046337
3694,Lambeth,fine beans,1046298
3695,North Ayrshire,Soy Milk,1046279
3696,East Devon,celery,1046273
3697,East Sussex,oxford shirt,1046272
3698,Lambeth,custard doughnut,1046254
3699,Lincoln,british parsnips loose,1046247
3700,Sefton,unsalted butter,1046223
3701,Forest of Dean,dual shock controller,1046219
3702,East Sussex,corned beef,1046216
3703,Lichfield,classic bowtie,1046199
3704,Dorset,aubergine,1046191
3705,North Ayrshire,free range large eggs x12,1046187
3706,Staffordshire,scottish salmon,1046170
3707,Haringey,oxford shirt,1046162
3708,East Sussex,apple macbook air mid 2009,1046162
3709,Larne,wristwatch,1046158
3710,Lambeth,Plain Greek yoghurt,1046148
3711,Forest of Dean,pink blazers,1046124
3712,Dorset,pokemon red,1046112
3713,Richmondshire,aubergine,1046079
3714,Stoke-on-Trent,silk scarf,1046074
3715,Chiltern,sea bass fillets,1046070
3716,Sefton,celery,1046064
3717,Fylde,corned beef,1046058
3718,Stoke-on-Trent,brenton t-shirt,1046053
3719,North Ayrshire,plastic sunshades,1046044
3720,Lambeth,british fresh chicken brest fillets,1046032
3721,Stoke-on-Trent,Brocolli loose,1046011
3722,Newham,chocolate twist,1045926
3723,North Ayrshire,Slightly salted butter,1045921
3724,Fylde,beef mince,1045896
3725,Staffordshire,custard doughnut,1045895
3726,Fylde,jam doughnut,1045888
3727,Castle Point,shortbread,1045875
3728,Haringey,classic bowtie,1045855
3729,Lichfield,british parsnips loose,1045854
3730,Larne,brenton t-shirt,1045798
3731,East Sussex,Red pepper,1045798
3732,Forest of Dean,chocolate fudge cake,1045794
3733,Tyne and Wear,flapjack,1045766
3734,East Devon,custard doughnut,1045749
3735,Swansea,pokemon blue,1045699
3736,Haringey,21 day mature sirlion steak,1045682
3737,Ceredigion,wellington boots,1045662
3738,Forest of Dean,millionaire square,1045648
3739,Richmondshire,Fairtrade Bananas Loose,1045643
3740,Richmondshire,hp envy laptop,1045641
3741,Richmondshire,linen trousers,1045641
3742,Ceredigion,british fresh turkey mince,1045636
3743,Dorset,fine beans,1045621
3744,Lichfield,flapjack,1045604
3745,Epsom and Ewell,unsalted butter,1045603
3746,Dorset,linen shirt,1045580
3747,Richmondshire,gaming keyboard,1045579
3748,Lambeth,british fresh chicken thigh fillets,1045572
3749,Mole Valley,garlic,1045572
3750,Lambeth,large king prawns,1045572
3751,East Devon,pain au raisins,1045556
3752,Tyne and Wear,sea bass fillets,1045548
3753,Ceredigion,organic raspberry yoghurt,1045531
3754,Forest of Dean,pokemon yellow,1045526
3755,Dorset,organic raspberry yoghurt,1045519
3756,Mole Valley,god of war 2,1045512
3757,Fylde,fine beans,1045511
3758,Dorset,hotpoint washing machine,1045494
3759,Peeblesshire,almond croisant,1045487
3760,North Ayrshire,corn,1045463
3761,Forest of Dean,bosch washing machine,1045457
3762,Stoke-on-Trent,celery,1045415
3763,Epsom and Ewell,celery,1045414
3764,Flintshire,lg washing machine,1045387
3765,North Ayrshire,grey blazers,1045374
3766,Fylde,almond croisant,1045358
3767,Newham,british bramley cooking apples,1045358
3768,Staffordshire,goat cheese,1045342
3769,Newham,21 day mature rump steak,1045336
3770,Epsom and Ewell,dyson vacuum cleaner,1045300
3771,Dorset,Brocolli loose,1045299
3772,Lambeth,Blueberry yoghurt,1045296
3773,Richmondshire,raspberries,1045277
3774,Lichfield,god of war 2,1045244
3775,Stoke-on-Trent,macaron - x3,1045241
3776,East Sussex,Mixed pepper,1045240
3777,Richmondshire,gaming mouse,1045228
3778,North Ayrshire,almond croisant,1045227
3779,Lambeth,Soy Milk,1045220
3780,Forest of Dean,olive oil spread,1045216
3781,Richmondshire,Almond milk,1045170
3782,East Devon,linen trousers,1045167
3783,Stoke-on-Trent,diced vernison,1045155
3784,Newham,lg washing machine,1045150
3785,East Sussex,dyson washing machine,1045150
3786,Haringey,linen trousers,1045146
3787,Swansea,classic bowtie,1045138
3788,South Northamptonshire,corn,1045130
3789,North Ayrshire,Brocolli loose,1045128
3790,Tyne and Wear,linen shirt,1045127
3791,East Devon,shortbread,1045119
3792,Stoke-on-Trent,denim jeams,1045112
3793,Wyre,vernison sausages,1045109
3794,Forest of Dean,british fresh turkey mince,1045076
3795,Forest of Dean,organic soured cream,1045053
3796,Haringey,british fresh turkey mince,1045041
3797,Ceredigion,baby potatoes,1045038
3798,Forest of Dean,gaming mouse,1045031
3799,Chiltern,vanilla yoghurt,1045026
3800,Castle Point,unsalted butter,1045015
3801,Castle Point,apple macbook air mid 2009,1045003
3802,Wyre,linen shirt,1044999
3803,Swansea,courgette loose,1044983
3804,Stoke-on-Trent,semi skimmed milk,1044973
3805,North Ayrshire,gameboy advance,1044973
3806,Ceredigion,denim jacket,1044971
3807,Ceredigion,Soy Milk,1044949
3808,Fylde,celery,1044943
3809,Fylde,linen shirt,1044937
3810,Ceredigion,gaming mouse,1044934
3811,Forest of Dean,aubergine,1044906
3812,East Sussex,british fresh turkey mince,1044890
3813,Newham,cheese cake,1044883
3814,Fylde,easy peeler loose,1044854
3815,East Devon,pink blazers,1044808
3816,Forest of Dean,Slightly salted butter,1044795
3817,Stoke-on-Trent,Onions Loose,1044790
3818,Swansea,oxford shirt,1044783
3819,East Sussex,Soy Milk,1044777
3820,Lichfield,fine beans,1044746
3821,Ceredigion,vernison sausages,1044727
3822,East Sussex,dyson tower fan,1044722
3823,Chiltern,British carrots loose,1044711
3824,Staffordshire,grey blazers,1044707
3825,Newham,raspberries,1044705
3826,Fylde,vernison sausages,1044686
3827,Forest of Dean,21 day mature rump steak,1044684
3828,Lichfield,sea bass fillets,1044674
3829,Castle Point,vernison sausages,1044672
3830,Sefton,Mixed pepper,1044665
3831,Cheshire East,Soy Milk,1044636
3832,Haringey,chocolate twist,1044616
3833,Castle Point,baby potatoes,1044615
3834,Wyre,beef mince,1044604
3835,East Devon,21 day mature rump steak,1044602
3836,Chiltern,grey cardigan,1044587
3837,Epsom and Ewell,British baking potatoes loose,1044578
3838,Tyne and Wear,lg washing machine,1044553
3839,North Ayrshire,Oats Milk,1044536
3840,Chiltern,hp envy laptop,1044530
3841,Stoke-on-Trent,croisant ,1044527
3842,Cheshire East,21 day mature rump steak,1044526
3843,Forest of Dean,dyson tower fan,1044510
3844,Epsom and Ewell,corn,1044509
3845,Haringey,beans,1044498
3846,Castle Point,samsung washing machine,1044487
3847,Staffordshire,Plain Greek yoghurt,1044482
3848,Haringey,lg washing machine,1044469
3849,Ceredigion,linen shirt,1044448
3850,Stoke-on-Trent,Organic mILK,1044414
3851,Newham,hp dv 2000 laptop,1044394
3852,Sefton,cheese cake,1044392
3853,Chiltern,mild cheddar cheese,1044355
3854,Chiltern,diced chicken breast,1044347
3855,Newham,pain au chocolate,1044338
3856,Ceredigion,samsung washing machine,1044326
3857,Chiltern,scottish salmon,1044307
3858,Sefton,Fairtrade Bananas Loose,1044278
3859,Peeblesshire,bosch washing machine,1044278
3860,Lambeth,mature cheddar cheese,1044266
3861,Chiltern,british parsnips loose,1044264
3862,Staffordshire,macaron - x3,1044243
3863,Haringey,beef mince,1044237
3864,Mole Valley,dyson tower fan,1044233
3865,Fylde,21 day mature ribeye steak,1044230
3866,Forest of Dean,pokemon gold,1044229
3867,Forest of Dean,beef sausages,1044228
3868,Stoke-on-Trent,dyson tower fan,1044211
3869,East Sussex,rice,1044206
3870,Chiltern,x-box 360,1044199
3871,Haringey,cod fillets,1044191
3872,Stoke-on-Trent,goat cheese,1044191
3873,Mole Valley,unsalted butter,1044187
3874,Richmondshire,minecraft game - xbox,1044185
3875,Staffordshire,21 day mature sirlion steak,1044172
3876,Castle Point,salmon fillets,1044154
3877,East Devon,red velvet cake,1044152
3878,South Northamptonshire,pain au chocolate,1044151
3879,North Ayrshire,hp dv 3000 laptop,1044145
3880,Dorset,Lemon,1044143
3881,Lambeth,corn,1044126
3882,Forest of Dean,easy peeler loose,1044111
3883,Lambeth,fresh turkey steak,1044072
3884,Lichfield,Red pepper,1044071
3885,North Ayrshire,british parsnips loose,1044070
3886,East Devon,brenton t-shirt,1044045
3887,Peeblesshire,pokemon yellow,1044035
3888,Lambeth,pokemon gold,1044032
3889,Chiltern,Plain Greek yoghurt,1044031
3890,Peeblesshire,white shirt,1044015
3891,Haringey,cotton tie,1044013
3892,North Ayrshire,sea bass fillets,1044002
3893,Chiltern,oxford shirt,1044001
3894,Haringey,bosch washing machine,1043969
3895,Tyne and Wear,Plain Greek yoghurt,1043968
3896,Haringey,british fresh chicken thigh fillets,1043967
3897,Newham,diced chicken breast,1043958
3898,Tyne and Wear,british fresh chicken thigh fillets,1043951
3899,Fylde,British carrots loose,1043922
3900,Lichfield,skimmed milk,1043920
3901,Staffordshire,bosch washing machine,1043904
3902,Fylde,olive oil spread,1043870
3903,Dorset,hp dv 3000 laptop,1043858
3904,Lambeth,beef sausages,1043854
3905,Staffordshire,samsung washing machine,1043853
3906,Larne,denim jacket,1043851
3907,East Sussex,red velvet cake,1043844
3908,East Sussex,oxford shoes,1043829
3909,Newham,dyson washing machine,1043812
3910,East Sussex,organic soured cream,1043812
3911,Cheshire East,linen trousers,1043811
3912,Lincoln,jam doughnut,1043778
3913,Sefton,british parsnips loose,1043767
3914,Epsom and Ewell,dyson washing machine,1043755
3915,Castle Point,cotton tie,1043748
3916,Haringey,diced vernison,1043731
3917,Mole Valley,oxford shoes,1043724
3918,Chiltern,red velvet cake,1043722
3919,Swansea,hotpoint washing machine,1043717
3920,Chiltern,celery,1043715
3921,Stoke-on-Trent,corn,1043698
3922,Swansea,free range large eggs x12,1043691
3923,Castle Point,dyson washing machine,1043689
3924,Swansea,sea bass fillets,1043672
3925,Lincoln,god of war 2,1043639
3926,Wyre,dell inspiron laptop,1043636
3927,Cheshire East,blue stilton cheese,1043626
3928,Swansea,god of war 2,1043565
3929,Mole Valley,raspberries,1043561
3930,Haringey,dyson vacuum cleaner,1043559
3931,East Devon,hp envy laptop,1043557
3932,Mole Valley,samsung washing machine,1043557
3933,Newham,gameboy advance,1043551
3934,Dorset,apple macbook air mid 2009,1043534
3935,Forest of Dean,chocolate twist,1043506
3936,Ceredigion,gameboy color,1043490
3937,Lichfield,dyson tower fan,1043487
3938,Dorset,pink blazers,1043486
3939,Haringey,Blueberry yoghurt,1043478
3940,Castle Point,white shirt,1043475
3941,Ceredigion,play station 3,1043473
3942,Lichfield,brenton t-shirt,1043458
3943,Cheshire East,chicken sausages,1043453
3944,Fylde,hp envy laptop,1043445
3945,Epsom and Ewell,beans,1043404
3946,East Sussex,linen trousers,1043396
3947,East Sussex,Brocolli loose,1043391
3948,Lichfield,goat cheese,1043371
3949,Ceredigion,almond croisant,1043365
3950,Forest of Dean,21 day mature ribeye steak,1043354
3951,Newham,classic bowtie,1043354
3952,Newham,x-box 360,1043342
3953,Dorset,corn,1043330
3954,Tyne and Wear,British carrots loose,1043319
3955,Dorset,scottish salmon,1043308
3956,Mole Valley,celery,1043299
3957,Peeblesshire,pain au raisins,1043297
3958,Lincoln,diced chicken breast,1043292
3959,Forest of Dean,pain au chocolate,1043287
3960,Richmondshire,denim jeams,1043267
3961,East Sussex,diced chicken breast,1043265
3962,Sefton,oxford shirt,1043260
3963,Castle Point,croisant ,1043251
3964,Staffordshire,courgette loose,1043228
3965,Sefton,apple macbook air mid 2009,1043228
3966,Chiltern,21 day mature ribeye steak,1043224
3967,Swansea,easy peeler loose,1043223
3968,Dorset,dyson washing machine,1043219
3969,Larne,british bramley cooking apples,1043214
3970,Lambeth,Red pepper,1043196
3971,Peeblesshire,fresh whole turkey,1043192
3972,Dorset,god of war 2,1043190
3973,Forest of Dean,blue stilton cheese,1043188
3974,Sefton,grey blazers,1043187
3975,Sefton,beef sausages,1043185
3976,East Devon,classic bowtie,1043177
3977,East Sussex,dell inspiron laptop,1043162
3978,Chiltern,shortbread,1043152
3979,Ceredigion,god of war 2,1043150
3980,Dorset,British baking potatoes loose,1043145
3981,Wyre,fresh whole turkey,1043135
3982,Tyne and Wear,fresh whole turkey,1043104
3983,Staffordshire,dyson tower fan,1043104
3984,Haringey,mature cheddar cheese,1043049
3985,Richmondshire,fresh turkey steak,1043047
3986,Fylde,cod fillets,1043046
3987,East Sussex,croisant ,1043045
3988,Lichfield,halo combat evolved,1043040
3989,Newham,grey cardigan,1043020
3990,Newham,goat cheese,1043005
3991,Sefton,gameboy advance,1043005
3992,Cheshire East,aubergine,1042990
3993,East Sussex,Fairtrade Bananas Loose,1042982
3994,Lichfield,Organic mILK,1042969
3995,Dorset,grey blazers,1042968
3996,Peeblesshire,fine beans,1042965
3997,Peeblesshire,Mixed pepper,1042962
3998,Peeblesshire,jam doughnut,1042961
3999,Lichfield,grey blazers,1042955
4000,Peeblesshire,grey blazers,1042938
4001,Chiltern,corned beef,1042933
4002,Richmondshire,halo combat evolved,1042902
4003,Haringey,Organic mILK,1042849
4004,Dorset,white shirt,1042841
4005,Richmondshire,fine beans,1042836
4006,Dorset,wristwatch,1042789
4007,Mole Valley,organic soured cream,1042787
4008,East Sussex,brenton jumper,1042780
4009,Newham,organic raspberry yoghurt,1042761
4010,Peeblesshire,gameboy advance,1042756
4011,Castle Point,Slightly salted butter,1042755
4012,East Sussex,beef sausages,1042724
4013,Peeblesshire,red velvet cake,1042699
4014,Forest of Dean,fresh turkey steak,1042696
4015,Forest of Dean,linen shirt,1042689
4016,Dorset,classic bowtie,1042675
4017,Fylde,salmon fillets,1042670
4018,East Devon,mature cheddar cheese,1042664
4019,Newham,scottish salmon,1042658
4020,North Ayrshire,flapjack,1042651
4021,Haringey,fine beans,1042622
4022,Staffordshire,jam doughnut,1042614
4023,Cheshire East,british fresh chicken thigh fillets,1042604
4024,Cheshire East,cod fillets,1042601
4025,East Sussex,baby potatoes,1042567
4026,Staffordshire,vanilla yoghurt,1042551
4027,Lichfield,diced chicken breast,1042550
4028,East Sussex,Organic mILK,1042534
4029,Lichfield,gameboy advance,1042493
4030,Forest of Dean,red velvet cake,1042491
4031,Chiltern,21 day mature sirlion steak,1042490
4032,Dorset,Plain Greek yoghurt,1042474
4033,Ceredigion,fresh turkey steak,1042473
4034,Castle Point,skimmed milk,1042443
4035,Lichfield,Slightly salted butter,1042442
4036,Tyne and Wear,halo combat evolved,1042426
4037,Lambeth,british bramley cooking apples,1042416
4038,Epsom and Ewell,aubergine,1042415
4039,Castle Point,god of war 2,1042403
4040,Lichfield,Sweet potatoes loose,1042400
4041,Mole Valley,pain au raisins,1042398
4042,Lichfield,wristwatch,1042380
4043,Chiltern,raspberries,1042364
4044,East Devon,Slightly salted butter,1042364
4045,Peeblesshire,celery,1042352
4046,Newham,fresh whole chicken,1042332
4047,Richmondshire,wristwatch,1042331
4048,Richmondshire,Oats Milk,1042326
4049,Swansea,aubergine,1042322
4050,Staffordshire,beef sausages,1042249
4051,Chiltern,bosch washing machine,1042219
4052,Tyne and Wear,vanilla yoghurt,1042211
4053,Dorset,diced vernison,1042207
4054,Dorset,dyson tower fan,1042206
4055,Ceredigion,pink blazers,1042194
4056,East Devon,hotpoint washing machine,1042190
4057,Peeblesshire,macaron - x3,1042185
4058,Chiltern,Sweet potatoes loose,1042181
4059,Newham,fresh whole turkey,1042176
4060,Peeblesshire,Lemon,1042174
4061,North Ayrshire,Lemon,1042170
4062,Larne,british fresh chicken brest fillets,1042168
4063,Richmondshire,silk scarf,1042165
4064,Dorset,21 day mature sirlion steak,1042154
4065,Ceredigion,vanilla yoghurt,1042153
4066,East Sussex,apple macbook pro mid 2009,1042146
4067,Ceredigion,british fresh chicken thigh fillets,1042141
4068,Mole Valley,beef mince,1042128
4069,Dorset,Blueberry yoghurt,1042111
4070,Dorset,halo combat evolved,1042103
4071,Mole Valley,fine beans,1042092
4072,Forest of Dean,courgette loose,1042082
4073,Peeblesshire,garlic,1042070
4074,East Devon,British baking potatoes loose,1042035
4075,Lambeth,croisant ,1042034
4076,Castle Point,millionaire square,1042033
4077,Fylde,Organic Kefir,1042013
4078,Dorset,British carrots loose,1042008
4079,Newham,dyson tower fan,1041993
4080,Chiltern,british fresh chicken thigh fillets,1041905
4081,Fylde,oxford shirt,1041897
4082,Swansea,pain au chocolate,1041893
4083,Lambeth,brenton jumper,1041873
4084,Tyne and Wear,free range large eggs x12,1041865
4085,Swansea,21 day mature rump steak,1041850
4086,Lambeth,pokemon yellow,1041845
4087,Swansea,british parsnips loose,1041827
4088,Mole Valley,organic raspberry yoghurt,1041817
4089,Peeblesshire,British baking potatoes loose,1041806
4090,Haringey,pink blazers,1041789
4091,Fylde,oxford shoes,1041788
4092,North Ayrshire,Organic Kefir,1041786
4093,Epsom and Ewell,blue stilton cheese,1041781
4094,Staffordshire,pain au chocolate,1041776
4095,East Devon,oxford shoes,1041743
4096,South Northamptonshire,courgette loose,1041735
4097,Cheshire East,mild cheddar cheese,1041728
4098,Dorset,gaming mouse,1041725
4099,East Sussex,21 day mature sirlion steak,1041721
4100,Mole Valley,scottish salmon,1041707
4101,Mole Valley,British carrots loose,1041702
4102,Wyre,21 day mature rump steak,1041702
4103,Castle Point,diced vernison,1041685
4104,Chiltern,unsalted butter,1041683
4105,Tyne and Wear,cotton tie,1041673
4106,East Devon,easy peeler loose,1041650
4107,North Ayrshire,shortbread,1041610
4108,Fylde,samsung washing machine,1041610
4109,Sefton,plastic sunshades,1041610
4110,Wyre,British baking potatoes loose,1041572
4111,Cheshire East,scottish salmon,1041531
4112,Swansea,goat cheese,1041489
4113,East Devon,plastic sunshades,1041484
4114,Chiltern,fresh whole chicken,1041458
4115,East Devon,beef sausages,1041428
4116,Epsom and Ewell,21 day mature ribeye steak,1041405
4117,Fylde,Oats Milk,1041387
4118,Ceredigion,macaron - x3,1041386
4119,Ceredigion,celery,1041381
4120,Stoke-on-Trent,garlic,1041375
4121,Chiltern,pokemon red,1041375
4122,Chiltern,Blueberry yoghurt,1041346
4123,Chiltern,Organic mILK,1041338
4124,Mole Valley,baby potatoes,1041325
4125,Lichfield,dual shock controller,1041282
4126,Forest of Dean,cotton tie,1041265
4127,Fylde,silk scarf,1041264
4128,Newham,wellington boots,1041263
4129,Haringey,pokemon blue,1041255
4130,Lambeth,dell inspiron laptop,1041254
4131,Ceredigion,organic soured cream,1041208
